datetime,ave,close
2020/6/9,-0.092135831,0.00624283
2020/6/10,-0.017732654,-0.004181171
2020/6/11,-0.019366009,-0.007762208
2020/6/12,-0.026979347,-0.000397138
2020/6/15,0.001807677,-0.010175564
2020/6/16,0.024498717,0.014435836
2020/6/17,0.022277242,0.001405304
2020/6/18,0.006235374,0.00117512
2020/6/19,0.009830254,0.009631479
2020/6/22,0.005740463,-0.000795247
2020/6/23,-0.015002283,0.00180422
2020/6/24,-0.003984646,0.003006106
2020/6/29,-0.008751213,-0.006051249
2020/6/30,0.009482551,0.007816932
2020/7/1,0.000884577,0.013840726
2020/7/2,-1.19E-05,0.021345151
2020/7/3,0.009788417,0.02013868
2020/7/6,0.014856341,0.05711413
2020/7/7,0.002716723,0.003738508
2020/7/8,-0.017250409,0.017367442
2020/7/9,-0.004593977,0.01385363
2020/7/10,-0.006949579,-0.019495217
2020/7/13,0.012213971,0.017725193
2020/7/14,0.004363818,-0.008326339
2020/7/15,-0.003524221,-0.015615208
2020/7/16,-0.020040051,-0.044982596
2020/7/17,-0.020554517,0.001255413
2020/7/20,0.009842737,0.031118841
2020/7/21,0.016065191,0.002036721
2020/7/22,0.020554644,0.00369177
2020/7/23,-0.010164614,-0.002415126
2020/7/24,-0.022137381,-0.038597219
2020/7/27,0.008132972,0.002646421
2020/7/28,0.016824402,0.007091535
2020/7/29,0.008206959,0.020629128
2020/7/30,-0.002741001,-0.002346299
2020/7/31,-0.008971339,0.007055452
2020/8/3,0.005156342,0.017510521
2020/8/4,0.002524092,0.001104523
2020/8/5,-0.002657774,0.001740967
2020/8/6,-0.00075068,0.002635038
2020/8/7,-0.004725446,-0.009573419
2020/8/10,-0.00174541,0.007516309
2020/8/11,0.008600069,-0.011529185
2020/8/12,-0.011550589,-0.006292867
2020/8/13,0.004170763,0.000439856
2020/8/14,0.010096332,0.011855827
2020/8/17,0.009759112,0.023421922
2020/8/18,0.003324718,0.003573921
2020/8/19,-0.01747274,-0.012448241
2020/8/20,-0.020220073,-0.012977791
2020/8/21,0.007593754,0.004988258
2020/8/24,0.021511916,0.00146716
2020/8/25,0.007567704,-0.003562103
2020/8/26,0.005392885,-0.012995097
2020/8/27,-0.007961387,0.006117595
2020/8/28,-0.004436414,0.016029324
2020/8/31,0.008878212,-0.0023885
2020/9/1,-0.009165915,0.004396763
2020/9/2,-0.0041243,-0.001703508
2020/9/3,-0.005470354,-0.005821194
2020/9/4,-0.022630806,-0.008747467
2020/9/7,-0.008787991,-0.018710306
2020/9/8,0.010517428,0.007237464
2020/9/9,-0.01279215,-0.018631536
2020/9/10,0.009240636,-0.006086713
2020/9/11,0.009299994,0.007892247
2020/9/14,0.029111573,0.005661969
2020/9/15,-0.002049112,0.005145159
2020/9/16,-0.003471848,-0.003568308
2020/9/17,-0.010673358,-0.00410485
2020/9/18,-0.005317523,0.02068529
2020/9/21,-0.003027598,-0.006335959
2020/9/22,-0.037178907,-0.012855222
2020/9/23,0.015574017,0.001652262
2020/9/24,-0.004327697,-0.01723628
2020/9/25,0.009944038,-0.00116655
2020/9/28,0.017856396,-0.000583956
2020/9/29,0.021909402,0.002119632
2020/9/30,-0.011958343,-0.001956978
2020/10/9,0.0027735,0.016789671
2020/10/12,0.014680474,0.02639911
2020/10/13,0.000676953,0.000384105
2020/10/14,-0.010556623,-0.005646253
2020/10/15,-0.012403635,-0.002574249
2020/10/16,-0.003286919,0.001254434
2020/10/19,0.007214347,-0.007100553
2020/10/20,-0.004274147,0.004657874
2020/10/21,-0.000691206,-0.000925453
2020/10/22,-0.009972282,-0.003765391
2020/10/23,0.003410388,-0.010415094
2020/10/26,0.003678847,-0.008200122
2020/10/27,-0.00453055,0.000984276
2020/10/28,0.008721212,0.004584675
2020/10/29,-0.012971549,0.001067526
2020/10/30,-0.012995637,-0.014727766
2020/11/2,0.005171623,0.000182972
2020/11/3,0.024027392,0.014247532
2020/11/4,0.002356777,0.001947375
2020/11/5,-0.008402877,0.01302541
2020/11/6,0.001458337,-0.002400508
2020/11/9,0.015319759,0.018589078
2020/11/10,-0.006136374,-0.004025218
2020/11/11,-0.009439678,-0.005342023
2020/11/12,0.000470555,-0.001053198
2020/11/13,-0.002208893,-0.008560269
2020/11/16,0.008726415,0.011138636
2020/11/17,-0.009869317,-0.002112358
2020/11/18,-0.01043399,0.002215635
2020/11/19,0.001842159,0.004717235
2020/11/20,0.011321954,0.00435314
2020/11/23,0.015684508,0.010883049
2020/11/24,0.002252486,-0.003417787
2020/11/25,-0.002409991,-0.011898954
2020/11/26,-0.007598192,0.002200855
2020/11/27,0.001114289,0.011448988
2020/11/30,-0.012310073,-0.004855779
2020/12/1,0.007314155,0.017743001
2020/12/2,0.007941581,-0.000741612
2020/12/3,0.004226024,-0.002098928
2020/12/4,0.00160824,0.000708861
2020/12/7,-0.006798436,-0.008122906
2020/12/8,0.000325884,-0.001879061
2020/12/9,-0.000174744,-0.01120762
2020/12/10,-0.004787258,0.000391464
2020/12/11,-0.00490253,-0.007734312
2020/12/14,0.003630282,0.006551764
2020/12/15,-0.000454818,-0.000560977
2020/12/16,0.006021439,-7.42E-05
2020/12/17,0.003741304,0.011253408
2020/12/18,0.008074297,-0.002928159
2020/12/21,0.001417964,0.007561342
2020/12/22,-0.021015512,-0.018648939
2020/12/23,-0.011866149,0.007608482
2020/12/24,0.004685284,-0.005679534
2020/12/25,0.006927733,0.009946151
2020/12/28,0.006542097,0.000211979
2020/12/29,0.007709061,-0.005369001
2020/12/30,0.005783202,0.010479308
2020/12/31,-0.000932167,0.017168212
2021/1/4,-0.01303279,0.008606219
2021/1/5,-0.014539472,0.007342362
2021/1/6,0.000123916,0.006291304
2021/1/7,0.001627181,0.007130627
2021/1/8,-0.004415759,-0.001702925
2021/1/11,-0.015111425,-0.010814793
2021/1/12,0.009745803,0.02175846
2021/1/13,0.014363323,-0.002685445
2021/1/14,0.004697275,-0.009100635
2021/1/15,-0.014313301,0.000134608
2021/1/18,0.006703634,0.008367028
2021/1/19,0.013313383,-0.008297601
2021/1/20,0.008691139,0.004685423
2021/1/21,0.000883814,0.010652816
2021/1/22,-0.0099541,-0.004006893
2021/1/25,0.002496352,0.004849241
2021/1/26,-0.003559044,-0.015123171
2021/1/27,0.004061795,0.001095413
2021/1/28,-0.019782552,-0.019074591
2021/1/29,-0.012541382,-0.006307807
2021/2/1,-0.00783831,0.006376559
2021/2/2,0.013491883,0.008102063
2021/2/3,0.002778943,-0.004632564
2021/2/4,0.003054039,-0.004392561
2021/2/5,0.008261548,-0.001579161
2021/2/8,0.016768438,0.010330833
2021/2/9,0.012340186,0.020110688
2021/2/10,-0.00299758,0.014319451
2021/2/18,-0.016415751,0.005545691
2021/2/19,-0.024889452,0.00566203
2021/2/22,-0.023883667,-0.014536669
2021/2/23,0.004578065,-0.001669211
2021/2/24,-0.029315567,-0.01987702
2021/2/25,0.022948036,0.005883706
2021/2/26,0.002186668,-0.021190778
2021/3/1,0.043655824,0.012060141
2021/3/2,0.003056957,-0.012054401
2021/3/3,0.012193752,0.019469359
2021/3/4,-0.020648316,-0.020523358
2021/3/5,-0.003893911,-0.000428145
2021/3/8,-0.015453137,-0.023009774
2021/3/9,-0.00864929,-0.018156257
2021/3/10,0.014333576,-0.000461407
2021/3/11,0.019919851,0.023554534
2021/3/12,0.014035671,0.004728194
2021/3/15,-0.00970206,-0.009594333
2021/3/16,-0.016885575,0.007830524
2021/3/17,0.004799819,-0.000342353
2021/3/18,0.008258848,0.00508482
2021/3/19,-0.012295129,-0.016866537
2021/3/22,0.011759973,0.011390271
2021/3/23,0.003172652,-0.009272704
2021/3/24,-0.011563302,-0.013029421
2021/3/25,-0.004380352,-0.001030573
2021/3/26,-0.000405138,0.016274278
2021/3/29,-0.000910708,0.004964412
2021/3/30,-0.000566547,0.006223619
2021/3/31,0.008536334,-0.004272886
2021/4/1,0.014860936,0.007094898
2021/4/2,0.009113749,0.005210121
2021/4/6,-0.00320084,-0.000407532
2021/4/7,0.004574328,-0.000958952
2021/4/8,-0.001765481,0.000842044
2021/4/9,-0.001845668,-0.009154185
2021/4/12,-0.005050844,-0.010934077
2021/4/13,0.007120665,-0.004828667
2021/4/14,0.000331217,0.005962072
2021/4/15,-0.001071587,-0.005189187
2021/4/16,0.011807388,0.008128885
2021/4/19,0.005299242,0.014863043
2021/4/20,-0.00609499,-0.001325646
2021/4/21,-0.022538945,-2.88E-06
2021/4/22,-0.006784131,-0.002251701
2021/4/23,-0.00420743,0.002614636
2021/4/26,0.005793837,-0.009498672
2021/4/27,0.011782118,0.000418462
2021/4/28,0.007918611,0.004200302
2021/4/29,-0.006793751,0.005157547
2021/4/30,-0.006821045,-0.008069297
2021/5/6,-0.003212007,-0.001618865
2021/5/7,-0.000618952,-0.006512112
2021/5/10,0.004960813,0.002667548
2021/5/11,-0.018544202,0.004040268
2021/5/12,-0.006740381,0.006075239
2021/5/13,-0.003512882,-0.009590643
2021/5/14,0.005784914,0.017739988
2021/5/17,-0.001673017,0.007804308
2021/5/18,0.016663577,0.003237985
2021/5/19,-0.006113827,-0.005114749
2021/5/20,-0.009240736,-0.001144986
2021/5/21,0.001750275,-0.005811334
2021/5/24,0.001188002,0.003074664
2021/5/25,0.016381118,0.024035822
2021/5/26,0.005103742,0.003356286
2021/5/27,0.004563944,0.004310729
2021/5/28,0.003825937,-0.002236169
2021/5/31,0.001711734,0.004082449
2021/6/1,-0.002146402,0.002552911
2021/6/2,-0.009779791,-0.007606126
2021/6/3,-0.003174915,-0.003594522
2021/6/4,-0.020896894,0.002128782
2021/6/7,-0.000875866,0.002143748
2021/6/8,-0.00046268,-0.005397912
2021/6/9,0.015840693,0.003153534
2021/6/10,0.009725169,0.0054185
2021/6/11,0.00849642,-0.005846253
2021/6/15,-0.004769204,-0.009245769
2021/6/16,-0.009262059,-0.010749151
2021/6/17,0.006843504,0.002066321
2021/6/18,0.00153843,-0.00014182
2021/6/21,-0.013445662,0.001157414
2021/6/22,-0.005522505,0.007999025
2021/6/23,0.007755838,0.002476521
2021/6/24,0.014374275,0.000120576
2021/6/25,0.01063955,0.011470147
2021/6/28,0.00101581,-0.000329863
2021/6/29,-0.012384702,-0.00920316
2021/6/30,0.001473487,0.005043127
2021/7/1,0.003986181,-0.000673869
2021/7/2,-0.011189371,-0.019510809
2021/7/5,-0.011119266,0.004422012
2021/7/6,0.001604401,-0.001148736
2021/7/7,0.000557315,0.006645403
2021/7/8,0.001479643,-0.007940975
2021/7/9,-0.005687572,-0.000399943
2021/7/12,0.020257939,0.006739328
2021/7/13,0.006824803,0.005265175
2021/7/14,-0.003152293,-0.010660251
2021/7/15,-0.002082309,0.010228142
2021/7/16,-0.004129232,-0.007094785
2021/7/19,-0.003280316,-5.09E-05
2021/7/20,-0.024071468,-0.000658356
2021/7/21,-0.000139896,0.007314542
2021/7/22,0.011308155,0.003387918
2021/7/23,-0.00246235,-0.006806108
2021/7/26,-0.026484096,-0.023366381
2021/7/27,-0.023253543,-0.024877143
2021/7/28,-0.002453747,-0.005793835
2021/7/29,0.046811572,0.014912586
2021/7/30,0.010274913,-0.004209021
2021/8/2,0.012185832,0.019697648
2021/8/3,-0.016745685,-0.004702276
2021/8/4,0.004367531,0.008477403
2021/8/5,-0.011953422,-0.003068543
2021/8/6,0.002851015,-0.002400081
2021/8/9,0.001151517,0.010528507
2021/8/10,0.007351973,0.010098322
2021/8/11,0.015090593,0.000762055
2021/8/12,-0.000279011,-0.002230639
2021/8/13,-0.001610549,-0.002394503
2021/8/16,-0.018238041,0.000295765
2021/8/17,-0.018225687,-0.020003753
2021/8/18,0.006850031,0.011114077
2021/8/19,0.005112973,-0.005660935
2021/8/20,-0.009572174,-0.011031406
2021/8/23,0.026303955,0.014530261
2021/8/24,0.026048344,0.010738741
2021/8/25,0.015130302,0.007372378
2021/8/26,-0.008192236,-0.010936679
2021/8/27,-0.010015911,0.005854366
2021/8/30,0.006543872,0.001700661
2021/8/31,-0.013506564,0.004475433
2021/9/1,-0.012248116,0.006535099
2021/9/2,-0.002713466,0.008393373
2021/9/3,0.006831965,-0.004256277
2021/9/6,0.021883738,0.011204083
2021/9/7,0.002855499,0.01511102
2021/9/8,-0.005355816,-0.000380788
2021/9/9,-0.023066554,0.00488138
2021/9/10,0.003107141,0.002702315
2021/9/13,-9.33E-05,0.003310731
2021/9/14,-0.004140607,-0.014203161
2021/9/15,-0.013041582,-0.001741932
2021/9/16,0.002320961,-0.013437375
2021/9/17,0.001535444,0.001907355
2021/9/22,0.007242296,0.004017742
2021/9/23,0.008870475,0.003783943
2021/9/24,0.004812818,-0.008003361
2021/9/27,6.50E-05,-0.008369614
2021/9/28,0.00682073,0.005411923
2021/9/29,-0.018792932,-0.018302602
2021/9/30,0.001444503,0.009015098
2021/10/8,0.013939136,0.006726137
2021/10/11,0.011758858,-0.000128056
2021/10/12,-0.007793665,-0.012464815
2021/10/13,-0.014089437,0.004178249
2021/10/14,0.005551694,-0.000977045
2021/10/15,0.009497629,0.003959778
2021/10/18,-0.003591754,-0.001184088
2021/10/19,0.005373116,0.007009254
2021/10/20,0.005622683,-0.00171159
2021/10/21,-0.000539975,0.002168943
2021/10/22,-0.011078028,-0.003388246
2021/10/25,0.007511914,0.007608999
2021/10/26,0.005125172,-0.003385173
2021/10/27,-0.006776864,-0.009823106
2021/10/28,-0.01544389,-0.012317885
2021/10/29,0.004188009,0.008219599
2021/11/1,-0.004935524,-0.000806238
2021/11/2,-0.007976383,-0.010960705
2021/11/3,0.002004611,-0.002022461
2021/11/4,0.005887061,0.008097664
2021/11/5,3.25E-05,-0.010008875
2021/11/8,0.010645208,0.002022013
2021/11/9,0.004156754,0.002392365
2021/11/10,-0.00547241,-0.004145994
2021/11/11,-0.004369757,0.011547734
2021/11/12,0.006961738,0.001786124
2021/11/15,0.003656631,-0.001638835
2021/11/16,-0.001373793,-0.003257578
2021/11/17,-0.005041973,0.004423887
2021/11/18,-0.004761629,-0.004709714
2021/11/19,0.009687776,0.011264773
2021/11/22,0.003939603,0.006097681
2021/11/23,-0.002265436,0.001956964
2021/11/24,0.003454616,0.001005826
2021/11/25,-0.002180015,-0.002371475
2021/11/26,-0.022885742,-0.005605187
2021/11/29,-0.015240415,-0.000390001
2021/11/30,0.002364832,0.000334016
2021/12/1,0.014313931,0.003644894
2021/12/2,0.010334249,-0.000849903
2021/12/3,0.004697593,0.009398854
2021/12/6,-0.004354045,-0.005022966
2021/12/7,-0.00068613,0.001610337
2021/12/8,0.012165204,0.011816116
2021/12/9,0.003724986,0.009751015
2021/12/10,-0.016572691,-0.00182138
2021/12/13,0.00992642,0.00401762
2021/12/14,-0.00044114,-0.005313658
2021/12/15,0.003157527,-0.003793507
2021/12/16,-0.00321001,0.007508985
2021/12/17,-0.006695991,-0.0116081
2021/12/20,-0.01854177,-0.010670748
2021/12/21,-0.003526978,0.008771149
2021/12/22,0.015136791,-0.000689632
2021/12/23,0.014322315,0.005719617
2021/12/24,-0.003401102,-0.006941433
2021/12/27,-0.002098033,-0.000574895
2021/12/28,-0.001973516,0.003910431
2021/12/29,-0.000534298,-0.009120936
2021/12/30,0.003188286,0.00616903
2021/12/31,0.010877473,0.005689118
2022/1/4,-0.000394917,-0.002046827
2022/1/5,-0.009543954,-0.010227595
2022/1/6,-0.01444771,-0.002531167
2022/1/7,0.00032818,-0.001823718
2022/1/10,0.018631055,0.00390553
2022/1/11,0.007889318,-0.007257508
2022/1/12,0.01264705,0.008406588
2022/1/13,-0.01384275,-0.011722257
2022/1/14,-0.010123344,-0.009563295
2022/1/17,0.003932781,0.005796221
2022/1/18,0.009971755,0.00797364
2022/1/19,-0.009608254,-0.003285797
2022/1/20,0.00588135,-0.000876853
2022/1/21,-0.00093297,-0.009139086
2022/1/24,-0.008579406,0.000434342
2022/1/25,-0.041286086,-0.025833546
2022/1/26,-0.005417351,0.006585961
2022/1/27,-0.000852717,-0.017773688
2022/1/28,0.021681301,-0.009666347
2022/2/7,0.016537188,0.020271074
2022/2/8,0.004430334,0.00672094
2022/2/9,0.002085042,0.007912808
2022/2/10,0.005043018,0.001712668
2022/2/11,-0.005794648,-0.006586515
2022/2/14,-0.01286435,-0.009838433
2022/2/15,-0.019368301,0.005019132
2022/2/16,0.022452223,0.005728231
2022/2/17,0.000584186,0.000637654
2022/2/18,-0.011978041,0.006551251
2022/2/21,-0.000706781,-4.30E-05
2022/2/22,-0.032721592,-0.009585717
2022/2/23,0.008066061,0.009256179
2022/2/24,-0.020261943,-0.016964017
2022/2/25,-0.023795704,0.006253717
2022/2/28,-0.007199966,0.00315813
2022/3/1,0.019607526,0.007662514
2022/3/2,0.019655858,-0.001332821
2022/3/3,0.009417955,-0.000883993
2022/3/4,-0.008529707,-0.009611877
2022/3/7,0.003372644,-0.021693037
2022/3/8,-0.008265891,-0.023520099
2022/3/9,0.007196113,-0.011276655
2022/3/10,0.010469577,0.012191414
2022/3/11,0.002890872,0.004144304
2022/3/14,0.000609429,-0.026050306
2022/3/15,-0.019048902,-0.049501633
2022/3/16,-0.000474145,0.034840533
2022/3/17,0.017362655,0.013981096
2022/3/18,0.02462256,0.011206703
2022/3/21,0.021626306,0.000805889
2022/3/22,-0.023037811,0.001896308
2022/3/23,0.004931929,0.003426528
2022/3/24,-0.003724049,-0.006349682
2022/3/25,-0.000148184,-0.011697526
2022/3/28,0.003217703,0.000703559
2022/3/29,-0.000441828,-0.003285114
2022/3/30,0.013433455,0.01955717
2022/3/31,0.001978755,-0.004408253
2022/4/1,-0.003259398,0.009384417
2022/4/6,-0.012998192,0.000216284
2022/4/7,-0.005581876,-0.014232068
2022/4/8,0.013346898,0.004680693
2022/4/11,-0.005445422,-0.026052862
2022/4/12,0.007750434,0.014587339
2022/4/13,0.00275012,-0.008250009
2022/4/14,0.014392397,0.012181422
2022/4/15,0.000438757,-0.00446423
2022/4/18,-0.0035145,-0.004895305
2022/4/19,-0.000204139,-0.000466278
2022/4/20,-0.01035578,-0.013456355
2022/4/21,-0.008470198,-0.022608337
2022/4/22,-0.004956925,0.002308584
2022/4/25,-0.016057277,-0.051316523
2022/4/26,0.001294031,-0.014369082
2022/4/27,0.019881276,0.024892341
2022/4/28,0.025853162,0.005814189
2022/4/29,0.018876003,0.024056623
2022/5/5,-0.014031172,0.006793434
2022/5/6,-0.030695962,-0.021579263
2022/5/9,-0.014227652,0.000859553
2022/5/10,-0.003763157,0.010552105
2022/5/11,0.028219594,0.007530041
2022/5/12,0.001365294,-0.001212934
2022/5/13,0.005573175,0.009587593
2022/5/16,0.000743575,-0.003414087
2022/5/17,0.003005382,0.006490443
2022/5/18,-0.009402182,-0.002495394
2022/5/19,-0.010012176,0.003558027
2022/5/20,0.008339572,0.016018935
2022/5/23,0.003111412,9.22E-05
2022/5/24,-0.016818395,-0.024128814
2022/5/25,-0.01121323,0.011895419
2022/5/26,0.008146756,0.005036268
2022/5/27,0.016898871,0.002282981
2022/5/30,0.018787049,0.006012319
2022/5/31,0.00378519,0.011867033
2022/6/1,-0.00814377,-0.001340058
2022/6/2,-0.017983585,0.004179551
